uniqueIdentifier,investorAlertCategoryMandatory,nameMandatory,addresses,websites,emails,phones,otherInformationGeneral,otherInformationAliases,otherInformationSocialAccount,dateAdded,dateUpdated,otherInformationAccounts,realCompany
2706,Unlicensed,Cryptonomy (cryptonomy.fi),,['https://cryptonomy.fi/'],"['support@cryptonomy.finance', ' ventures@cryptonomy.finance', ' trading@cryptonomy.finance']",,International regulator warning FCA https://www.fca.org.uk/news/warnings/cryptonomy-finance-https-cryptonomyfi and ASIC Investor Alert https://moneysmart.gov.au/check-and-report-scams/investor-alert-list#!cryptonomy-cryptonomy-finance--2615,,['https://x.com/cryptonomy_fi and https://t.me/cryptonomy_finance'],2025-03-14,2025-03-14,[],[]
2707,Unlicensed,DEFI Intelligent Trading (defisw.com),,['http://defisw.com'],,,,,,2025-03-14,2025-03-14,[],[]
2708,Unlicensed,Averion (averion.pro),,['https://averion.pro/'],['support@averion.pro'],,,,,2025-03-14,2025-03-14,[],[]
2709,Unlicensed,Gprime Markets (gprimemarkets.com),,['Https://gprimemarkets.com'],['support@fmgprime.com'],['+61391185980'],,['Gprimemarkets'],,2025-03-14,2025-03-14,[],[]
2710,Unlicensed,Highstreet Site (highstreetsite.com),,"['https://www.highstreetsite.com/assets/withdraw', ' https://www.highstreetsite.com']",,,,,,2025-03-14,2025-03-14,[],[]
2711,Unlicensed,BitnexusFX (bitnexusfx.com),['134 Fifth Ave New York NY 12004 United States'],['https://www.bitnexusfx.com/'],['info@bitnexusfx.com'],,,,,2025-03-14,2025-03-14,[],[]
2712,Unlicensed,Green Global FX (green-globalfx.net),['Old Street EC1V 9BP London'],['https://green-globalfx.net/'],['support@green-globalfx.net'],"['+61861873205', ' +442037500281']",ASIC Investor Alerts https://moneysmart.gov.au/check-and-report-scams/investor-alert-list#!green-global-fx-greenglobalfx-com--2416 and https://moneysmart.gov.au/check-and-report-scams/investor-alert-list#!green-global-fx-g-globalfx-net--2603,,,2025-03-14,2025-03-14,[],[]
2713,Unlicensed,Growth Matrix Investment (growthmatrixinvestment.com),['11 Floor Nicosia 1065 Cyprus.'],['https://growthmatrixinvestment.com/'],['support@growthmatrixinvestment.com'],,,,,2025-03-14,2025-03-14,[],[]
2714,Unlicensed,Muxcap (muxcap.io),['Rue de Lyon 911203 Genève Switzerland'],['https://client.muxcap.io/'],['support@muxcapmail.com'],"['61272386525', ' 16472479553', ' 442046000176']",,,,2025-03-14,2025-03-14,[],[]
2715,Unlicensed,Asset Portfolio Management (assetportfoliomgtpty.com),['Australia Docklands Victoria 3008'],"['https://assetportfoliomgtpty.com/home.php', ' https://assetportfoliomgtpty.com']",['support@assetportfoliomgtpty.com'],,,['Asset Portfolio Management Ltd'],,2025-03-14,2025-03-14,[],[]
2716,Unlicensed,Kamislaran (kamislaran.com),['Leonidou 67 Larnaca 6030 Cyprus'],['https://kamislaran.com/en/'],['support@kamislaran.com'],['35770421850'],,,,2025-03-14,2025-03-14,[],[]
2717,Unlicensed,ION Mining (ionmining.com),['5 South Charlotte Street Edinburgh Scotland EH2 4AN'],"['https://ionmining.com/xml/index.html#/', ' https://ionmining.com']",['info@ionmining.com'],,,,,2025-03-14,2025-03-14,[],[]
2718,Unlicensed,Apertum (apertum.io),,['https://apertum.io/'],,,International regulator warning from New Zealand FMA https://www.fma.govt.nz/library/unregistered-businesses/dao1/,,,2025-03-14,2025-03-14,[],[]
2719,Unlicensed,Crest Point Finance (crestpointfinance.io),,['https://crestpointfinance.io/user/home'],['info@crestpointfinance.io'],,,['CrestPointFinance Limited'],,2025-03-20,2025-03-20,[],[]
2720,Unlicensed,BitLaxSmart (australiannews24.com),,['http://australiannews24.com/'],,,,,,2025-03-20,2025-03-20,[],[]
2721,Unlicensed,Walbrix Edge (walbrix-edge.com),"[""175 Piccadilly St James's Sydney W1J 9TB""]",['https://walbrix-edge.com/'],['help@walbrix-edge.com'],['614537131289'],,,,2025-03-20,2025-03-20,[],[]
2722,Unlicensed,Apex (apex-and-co.com),['Richtistrasse 2 8304 Wallisellen Switzerland'],['https://www.apex-and-co.com'],['info@apex-and-co.com'],,ASIC Investor Alert https://moneysmart.gov.au/check-and-report-scams/investor-alert-list#!apex-apexandco-eu--2077,['Apex Trade'],,2025-03-20,2025-03-20,[],[]
2723,Unlicensed,Magnify Group (webtrader.magnifygroup.live),,['https://webtrader.magnifygroup.live'],,,,,,2025-03-20,2025-03-20,[],[]
2724,Unlicensed,COF (cofgroupfx.com),,['https://cofgroupfx.com/pages-5_158_196.html'],,,,,,2025-03-20,2025-03-20,[],[]
2725,Unlicensed,First Nexus (firstnexus.io),"['30 Clarendon Road London England W5 1AB', ' 128 City Road London United Kingdom EC1V 2NX']",['http://www.firstnexus.io'],['support@firstnexus.io'],['+41315281675'],,,,2025-03-20,2025-03-20,[],[]
2726,Unlicensed,Quantum AI (turbonexte.com),,['turbonexte.com'],,,,['QuantumAI'],,2025-03-26,2025-03-26,[],[]
2727,Unlicensed,Mirror Moon Trading (mirrormoontrading.com),,['mirrormoontrading.com'],,,,['Mirror Moon Trading Capital'],,2025-03-26,2025-03-26,[],[]
2728,Unlicensed,Truisteness (truisteness.com),,['truisteness.com'],['support@truisteness.com'],,,['Truisteness Capital'],,2025-03-26,2025-03-26,[],[]
2729,Unlicensed,Profit Market Edge (profitmarketedge.live),"['2/F, Palm Grove House, P.O. Box 3340 Road Town, Tortola, Virgin Islands, British']",['profitmarketedge.live'],['support@profitmarketedge.live'],,,,,2025-03-26,2025-03-26,[],[]
2730,Unlicensed,Multi Copy Trading (multicopytrading.com),,['multicopytrading.com'],['customercare@multicopytrading.com'],,,['Multi Copy Trading Capital'],,2025-03-26,2025-03-26,[],[]
2731,Unlicensed,Max Up Trade (mut.secureparcelservice.org),"['Seagram Building, 600 Lexinton Ave 13th Floor,New York, NY 10022, United States']",['mut.secureparcelservice.org'],,,,['Maxuptrade'],,2025-03-26,2025-03-26,[],[]
2732,Unlicensed,Llyodsbit (llyodsbit.com),,['llyodsbit.com'],['contact@marinveststrategies.com'],,,['Llyodsbit Capital'],,2025-03-26,2025-03-26,[],[]
2733,Unlicensed,Bitrozon (bitrozon.com),,['bitrozon.com'],['info@bitrozon.com'],,,,,2025-03-26,2025-03-26,[],[]
2734,Unlicensed,AIDA Trust (q-uaysltd.com),,['q-uaysltd.com'],,,,,['wa.me/16033491235'],2025-03-26,2025-03-26,[],[]
2735,Unlicensed,Smartnet Trade (smartnet-trade.com),"['7 Merchant Street, Victoria 3008, Australia']",['smartnet-trade.com'],['info@smartnet-trade.com'],,,['Smart Net Trade'],['telegram.me/smartnettrade'],2025-03-26,2025-03-26,[],[]
2737,Imposter,Impersonation of 4 Pillars Adviser Services Pty Ltd (4pillarsadviserservices.com),['139-141 Beardy Street Armidale NSW 2350'],['https://4pillarsadviserservices.com/'],['info@4pillarsadviserservices.com'],['0251351934'],,,,2025-03-26,2025-03-26,[],"[{'realCompanyName': '4 Pillars Adviser Services Pty Ltd', 'realCompanyACN': '093259780', 'realCompanyAFSL': '511447', 'realCompanyACL': '', 'realCompanyARorCR': '', 'realCompanyWebsite': ''}]"
2738,Unlicensed,RiseProfitFx (riseprofitfx.net),['Route du Grand-Lancy Geneva CH-1212'],['https://riseprofitfx.net/'],['Support@riseprofitfx.net'],['+41415330625'],,,,2025-03-26,2025-03-26,[],[]
2739,Unlicensed,Future Wealth Point (futurewealthpoint.com),['RBS Tower - Ave. Balboa Ramón H. Jurado St 9th floor Punta Paitilla Panama'],"['https://futurewealthpoint.com/home/', ' https://futurewealthpoint.com/']",['contact@futurewealthpoint.com'],['+19012648026'],,,,2025-03-26,2025-03-26,[],[]
2740,Imposter,Impersonation of Sankofa Funds Management Pty Ltd (smfos.com),,['https://www.smfos.com'],['info@smfos.com.au'],['+16467620181'],,,,2025-03-26,2025-03-26,[],"[{'realCompanyName': 'Sankofa Funds Management Pty Ltd', 'realCompanyACN': '602218495', 'realCompanyAFSL': '473202', 'realCompanyACL': '', 'realCompanyARorCR': '', 'realCompanyWebsite': ''}]"
2741,Imposter,Impersonation of Alliance Trade Pty Ltd (alliancetradeonline.com),['Varna Bulgaria'],['https://www.alliancetradeonline.com/'],['info@alliancetradeonline.com'],['+08503906252'],,,,2025-03-26,2025-03-26,[],"[{'realCompanyName': 'Alliance Trade Pty Ltd', 'realCompanyACN': '678 401 486', 'realCompanyAFSL': '', 'realCompanyACL': '', 'realCompanyARorCR': '', 'realCompanyWebsite': ''}]"
2742,Unlicensed,Market Alpha (marketalpha.io),,['https://marketalpha.io/'],['support@marketalpha.io'],,,,,2025-03-26,2025-03-26,[],[]
2743,Unlicensed,Cloud legend Investments (thecloudlimited.com),['10th Floor Wing Kwok Centre 182 Woosung Street Jordan Kowloon City Hong Kong'],['http://www.thecloudlimited.com'],['info@thecloudlimited.com'],"['85258090097', ' 85230022032']",,['Cloud Limited'],,2025-03-26,2025-03-26,[],[]
2744,Unlicensed,BitlaxSmart (bitlaxsmart.com.au),,['https://bitlaxsmart.com.au'],,,https://moneysmart.gov.au/check-and-report-scams/investor-alert-list#!bitlaxsmart-australiannews24-com--2720,['Bitlax'],,2025-03-26,2025-03-26,[],[]
2745,Unlicensed,Immediate Chain (theimmediatechain.com.au),,['https://theimmediatechain.com.au/'],,,,,,2025-03-26,2025-03-26,[],[]
2746,Unlicensed,Metacond (metacondpro.com),,['https://www.metacondpro.com/wap/#/home'],,,,,,2025-03-26,2025-03-26,[],[]
2747,Imposter,Impersonation of Admirals AU Pty Ltd (asic-certification-au.com),,['https://asic-certification-au.com/'],,,Website uses an image similar in appearance to an ASIC connect search result with Admirals AU Pty Ltd organisation details. ASIC Investor Alert https://moneysmart.gov.au/check-and-report-scams/investor-alert-list#!impersonation-of-admirals-au-pty-ltd-2341,,,2025-03-27,2025-03-27,[],"[{'realCompanyName': 'PU Prime Trading Pty Ltd (formerly named Admirals AU Pty Ltd)', 'realCompanyACN': '151613839', 'realCompanyAFSL': '410681', 'realCompanyACL': '', 'realCompanyARorCR': '', 'realCompanyWebsite': ''}]"
2748,Unlicensed,ABT500 (abt500.com),,['https://abt500.com/'],['support@abt500.com'],['+12899025960: +442038665561'],International regulator warning https://fcnb.ca/en/news-alerts/caution-abt500,,,2025-04-02,2025-04-02,[],[]
2749,Unlicensed,ETHUSDT (ethusdt.online),,['https://ethusdt.online'],,,,,,2025-04-02,2025-04-02,[],[]
2750,Unlicensed,Ex Trade Net (extradenet.com),"['477 Madison Ave 6th Fl New York NY 10022', ' 51-63 8th Ave New York NY 10014 USA']",['https://extradenet.com'],['contact@extradenet.com'],['+1 (213) 267-1144'],,,,2025-04-02,2025-04-02,[],[]
2751,Unlicensed,Province Trade Hub (provincetrade.online),['1900 Powell St Emeryville CA 94608'],['https://www.provincetrade.online/'],['support@provincetradehub.com'],['+1(562)7363121'],,,,2025-04-02,2025-04-02,[],[]
2752,Unlicensed,Quantum AI (echolens.site),,['https://echolens.site/'],,,International regulator warning Hong Kong SFC https://apps.sfc.hk/edistributionWeb/gateway/EN/news-and-announcements/news/doc?refNo=24PR83,['Echolens'],,2025-04-02,2025-04-02,[],[]
2753,Unlicensed,Everstone (everstone.ai),['Ground Floor The Sotheby Building Rodney Village Rodney Bay Gros-Islet'],['https://everstone.ai/'],"['info@everstone.ai', ' info@Everestone.io', ' support@everstone.ai', ' compliance@everstone.ai', '']",,,"['Everstone Financial Services Limited Global Markets Limited', ' Everstone.ai']",,2025-04-02,2025-04-02,[],[]
2764,Unlicensed,Bond Rate Compare (compare-bond-rates.com),"['Digenis Ave 81-83 Grivas-1st 5th Floors Nicosia 1090 Cyprus', ' Suite 112 Orion Mall Palm Street Victoria Mahe Seychelles']",['https://compare-bond-rates.com/'],['info@bondratecompare.com'],,International regulator warning FCA https://www.fca.org.uk/news/warnings/ratesfinder and ASIC Investor Alerts https://moneysmart.gov.au/check-and-report-scams/investor-alert-list#!bond-rate-compare-bondratecompare-com--2680,"['Ratesfinder Limited', ' Compare Bonds Ltd', ' bondratecompare']",,2025-04-03,2025-04-03,[],[]
2765,Imposter,"Impersonation of Bourse Capital Pty Ltd (boursecapitalltd@gmail.com, boursecapitalptyltd@gmail.com)",,,"['boursecapitalltd@gmail.com', ' boursecapitalptyltd@gmail.com']",,,,,2025-04-03,2025-04-03,[],"[{'realCompanyName': 'Bourse Capital Pty Ltd', 'realCompanyACN': '168 479 178', 'realCompanyAFSL': '487205', 'realCompanyACL': '', 'realCompanyARorCR': '', 'realCompanyWebsite': ''}]"
2766,Unlicensed,FX Revenues (fxrevenues.com),,['http://fxrevenues.com'],['services_en@fxrevenues.com'],['+18008478713'],"International regulator warnings https://www.fca.org.uk/news/warnings/fx-revenues-fxrevenuescom, https://www.osc.ca/en/investors/warnings/fxrevenues, https://www.asc.ca/en/Enforcement/Investment-Caution-List/f/FxRevenues;  https://www.fma.govt.nz/library/warnings-and-alerts/investor-alert-vhnx/",['Fxrevenues'],,2025-04-03,2025-04-03,[],[]
2767,Imposter,Impersonation of Blockchain Australia Ltd (@au-blockchain.com),,['au-blockchain.com'],,,International regulator warning https://www.fma.govt.nz/library/warnings-and-alerts/backchain-cibersecurity/,,,2025-04-03,2025-04-03,[],"[{'realCompanyName': 'Digital Economy Council of Australia Ltd (formerly known as Blockchain Australia Ltd)', 'realCompanyACN': '169053534', 'realCompanyAFSL': '', 'realCompanyACL': '', 'realCompanyARorCR': '', 'realCompanyWebsite': 'https://deca.org.au'}]"
2768,Unlicensed,Secure Fund Reserve (securefundreserve.top),,"['https://securefundreserve.top/Lgpffv?fbclid=IwZXh0bgNhZW0BMABhZGlkAasYDcuXRWgBHTxFWQfN2vsEe36wm-dbKYtqu7AtGZWF2dtRkzEgCeVLgO62o8fOLVj_cQ_aem_lgOlGDr4y-RUsgV2XuIsiA&utm_medium=paid&utm_source=fb&utm_id=120216262396570136&utm_content=120216262396800136&utm', ' https://securefundreserve.top']",,,,,,2025-04-03,2025-04-03,[],[]
2769,Unlicensed,Prime Allied (prime-alliedccd.com),['10 Pottinger Street Central Hong Kong'],['https://prime-alliedccd.com/'],['info@prime-allicedccd.com'],['+852 3678 9925'],ASIC Investor Alert https://moneysmart.gov.au/check-and-report-scams/investor-alert-list#!prime-allied-limited-prime-allied-com--1745,['Prime Allied Limited'],,2025-04-07,2025-04-07,[],[]
2770,Unlicensed,Aussie Rates Finder (aussieratesfinder.com),['Suite 112 Orion Mall Palm Street Victoria Mahe Seychelles'],['www.Aussieratesfinder.com'],['info@aussie-rates.com'],,"International regulator warnings FCA https://www.fca.org.uk/news/warnings/ratesfinder, FMA https://www.fma.govt.nz/library/warnings-and-alerts/rates-finder/ and ASIC Investor Alert https://moneysmart.gov.au/check-and-report-scams/investor-alert-list#!bond-rate-finder-bondratefinder-com--2241","['Ratesfinder Limited', ' Rates Finder', ' Titan Solutions Limited']",,2025-04-07,2025-04-07,[],[]
2771,Unlicensed,Barnaje (barnajedao.com),,['https://www.barnajedao.com/'],,,,,,2025-04-07,2025-04-07,[],[]
2772,Imposter,Impersonation of Barlings Capital Pty Limited (barlings-capital.com),['20 Martin Place Sydney New South Wales NSW 2000'],['www.barlings-capital.com'],,,,,,2025-04-08,2025-04-08,[],"[{'realCompanyName': 'Barlings Capital Pty Limited', 'realCompanyACN': '115166419', 'realCompanyAFSL': '293802', 'realCompanyACL': '', 'realCompanyARorCR': '', 'realCompanyWebsite': 'The company does not currently operate a website'}]"
2773,Imposter,Impersonation of EC Systems Pty Ltd (easycryptousw.com),,['https://www.easycryptousw.com/'],['easy9135@gmail.com'],,,,,2025-04-08,2025-04-08,[],"[{'realCompanyName': 'EC Systems Pty Ltd', 'realCompanyACN': '624780409', 'realCompanyAFSL': '', 'realCompanyACL': '', 'realCompanyARorCR': '', 'realCompanyWebsite': 'https://easycrypto.com/'}]"
2774,Unlicensed,Tradetide (trtcentre.net),,"['https://trtcentre.net/#/trading', ' https://trtcentre.net']","['support@trtcentre.net', ' support@Tradetide.com']","['61290570364', ' 442080684330', ' 41717793196']",,,,2025-04-08,2025-04-08,[],[]
2775,Unlicensed,GMFX Fund Management (gmfxlogin.com),,['https://gmfxlogin.com/'],,,ASIC Investor Alert https://moneysmart.gov.au/check-and-report-scams/investor-alert-list#!gmfx-fund-gmfxfund-com--2109,,,2025-04-08,2025-04-08,[],[]
2776,Unlicensed,WASM (wasmntcv.com),,['https://defi.wasmntcv.com'],,,,,,2025-04-08,2025-04-08,[],[]
2777,Unlicensed,Cryptowebtrade (cryptowebtrade.com),,"['https://cryptowebtrade.com/mobile', ' https://cryptowebtrade.com']",,,,,,2025-04-08,2025-04-08,[],[]
2778,Unlicensed,Walbrix Edge (logl.lacywrappedvalet.mom),,"['https://logl.lacywrappedvalet.mom/click?key=840a14aba21bf0034c5b', ' https://logl.lacywrappedvalet.mom']",,,ASIC Investor Alert https://moneysmart.gov.au/check-and-report-scams/investor-alert-list#!walbrix-edge-walbrix-edge-com--2721,,,2025-04-08,2025-04-08,[],[]
2779,Unlicensed,LUCROSSA App (live.steadyhvision.online),,['https://live.steadyhvision.online/'],,,,,,2025-04-08,2025-04-08,[],[]
2780,Unlicensed,SSGA Pro (pcssgapro.glennallan.com),,['pcssgapro.glennallan.com'],['gainforex888@gmail.com'],,,,,2025-04-08,2025-04-08,[],[]
2781,Unlicensed,Wewe Global (wewe.global),,['https://wewe.global/signup'],,,International regulator warning https://www.fma.govt.nz/library/unregistered-businesses/wewe-global-and-lyopay/ and https://moneysmart.gov.au/check-and-report-scams/investor-alert-list#!the-blockchain-era-tbe-io--1797,,,2025-04-08,2025-04-08,[],[]
2782,Unlicensed,AutoCopy Trader (autocopytraders.com),"['47 Flax Ct, Werribee VIC 3030, Australia']",['autocopytraders.com'],['support@autocopytraders.com'],['+1(980) 203-0213'],,"['Core Trader Exp', 'Auto Copy Trader']",,2025-04-11,2025-04-11,[],[]
2783,Unlicensed,Climax Wealth (climax-wealth.com),"['15/100 Edward St, Brisbane City QLD 4000, Australia']",['climax-wealth.com'],['Support@climax-wealth.com'],,,['ClimaxWealth'],,2025-04-11,2025-04-11,[],[]
2784,Unlicensed,New Era Investment (newera-investments.net),"['9 Middlemiss St, Lavender Bay NSW 2060, Australia']",['newera-investments.net'],['admin@newerainvestment.net'],,,,['t.me/newerahelps'],2025-04-11,2025-04-11,[],[]
2785,Unlicensed,Oil Trade Loophole (enterthvoid.pro),,['enterthvoid.pro'],,,,,,2025-04-11,2025-04-11,[],[]
2786,Unlicensed,Optima Trade Algorithm (optimatradealgo.com),,['optimatradealgo.com'],,,,,,2025-04-11,2025-04-11,[],[]
2787,Unlicensed,Prime Bit (prime-bit.org),['Sherwood 4075 Queensland Australia'],['prime-bit.org'],,['+642108040347'],,,,2025-04-11,2025-04-11,[],[]
2788,Unlicensed,Quays Digital (quays-digital.com),,['quays-digital.com'],,,,['Depatricks Trade'],,2025-04-11,2025-04-11,[],[]
2789,Unlicensed,Immediate Edge (immediateedgeappcanada.com),,['immediateedgeappcanada.com'],,,,,,2025-04-11,2025-04-11,[],[]
2790,Unlicensed,Alphaclox (aphaclox.ltd),"['Level 23, Tower 5, Collins Square, 727 Collins Street, Melbourne, VIC 3008, Australia']",['aphaclox.ltd'],['admin@aphaclox.ltd'],['+61-4-1234 5678'],,,,2025-04-11,2025-04-11,[],[]
2791,Unlicensed,CoTrader Options (cotradeoptions.com),"['3240 Buena Vista Avenue Roseburg, Oregon, US.']",['cotradeoptions.com'],['admin@cotradeoptions.com'],['+1 (541) 670-COTR'],,,,2025-04-11,2025-04-11,[],[]
2792,Unlicensed,Como Trade (cortezmorgan.com and como-trade.com),['Suite 118 Russel Street Melbourne VIC 3000 Australia'],"['cortezmorgan.com', 'como-trade.com']","['info@cortezmorgan.com', 'info@como-trade.com']",,,['Como-Trade'],"['instagram.com/ccortezmorgan', 'twitter.com/ccortezmorgan']",2025-04-11,2025-04-11,[],[]
2793,Unlicensed,Kwakol Markets (kwakolmarkets.com),"['220 350 Victoria St Richmond VIC 3121', 'Mall 169, Adetokunbo Ademola Crescent, Wuse ll, Abuja, Nigeria.']",['kwakolmarkets.com'],['support@kwakolmarkets.com'],,Overseas regulator warning: FCA https://www.fca.org.uk/news/warnings/kwakol-markets-kwakolmarketscom,,,2025-04-11,2025-04-11,[],[]
2794,Unlicensed,JINT Exchange (spgexchange.com),,['sgpexchange.com'],,,,,,2025-04-11,2025-04-11,[],[]
2795,Unlicensed,RN Prime (rnprime.com),,['rnprime.com'],['support@rnprime.com'],,,['Raynar Prime'],,2025-04-11,2025-04-11,[],[]
